,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
05/01/2004,1010.45,882.87,1022.06,827.28,888.73,917.76
06/01/2004,1008.7,881.97,1020.41,827.78,888.6,918.65
07/01/2004,1008.31,878.62,1018.97,826.25,889.96,917.32
08/01/2004,1015.41,884.1,1023.94,834.26,902.85,931.11
09/01/2004,1012.71,878.83,1022.13,831.41,904.89,931.86
12/01/2004,1013.72,880.63,1024.41,829.48,904.76,931.75
13/01/2004,1017.32,881.86,1025.31,831.76,910.66,933.68
14/01/2004,1025.89,888.92,1035.87,838.55,921.69,945.7
15/01/2004,1029.1,887.41,1040.88,840.81,925.35,950.48
16/01/2004,1040.44,896.98,1052.36,853.22,938.38,963.84
19/01/2004,1039.88,900.09,1050.53,855.34,941.16,969.17
20/01/2004,1035.68,897.91,1045.18,852.03,938.99,962.72
21/01/2004,1039.52,901.35,1051.11,853.79,940.27,962.8
22/01/2004,1041.07,900.84,1048.91,853.06,937.84,963.91
23/01/2004,1037.22,899.9,1043.55,851.57,934.88,963.62
26/01/2004,1034.97,898.15,1040.58,851.5,935.18,961.26
27/01/2004,1040.02,898.8,1043.15,853.01,938.07,965.87
28/01/2004,1040.59,902.62,1050.52,856.61,940.14,968.43
29/01/2004,1034.8,903.08,1045.19,853.09,934.51,960.4
30/01/2004,1036.6,899.67,1048.75,850.65,936.98,960.6
02/02/2004,1038.37,902.75,1050.39,851.92,937.89,962.65
03/02/2004,1036.19,901.62,1048.81,849.79,934.69,957.78
04/02/2004,1033.7,899.59,1046.49,846.79,929.55,953.74
05/02/2004,1034.89,902.99,1048.12,850.66,933.28,957.15
06/02/2004,1043.09,905.08,1052.54,856.43,942.9,962.8
09/02/2004,1055.95,913.16,1064.13,867.06,955.18,974.22
10/02/2004,1056.39,914.8,1066.21,868.04,956.83,975.11
11/02/2004,1061.89,916.36,1071.56,869.98,962.84,979.57
12/02/2004,1064.8,919.43,1074.56,870.58,969.32,983.94
13/02/2004,1064.77,921.03,1074.42,871.27,970.5,982.24
16/02/2004,1067.87,923.66,1079.14,872.06,972.81,985.04
17/02/2004,1074.44,929.91,1091.94,879.8,980.62,995.27
18/02/2004,1078.7,930.66,1095.72,882.63,984.34,998.84
19/02/2004,1088.84,938.44,1105.77,889.93,986.99,1005.39
20/02/2004,1087.71,935.7,1101.74,885.21,983.57,996.91
23/02/2004,1088.52,938.81,1102.28,885.36,982.82,999.81
24/02/2004,1079.25,934.57,1094.2,877.26,973.46,991.54
25/02/2004,1079.06,939.44,1098.64,881.1,976.89,993.75
26/02/2004,1080.61,939.74,1097.29,882.06,977.42,997.9
27/02/2004,1080.98,941.24,1097.06,882.97,979.41,1001.68
01/03/2004,1095,952.6,1110.02,893.96,990.82,1011.92
02/03/2004,1102.56,954.68,1114.83,897.24,995.61,1016.78
03/03/2004,1098.49,952.63,1113.82,894.56,992.1,1014.43
04/03/2004,1100.97,953.64,1114.08,898.36,993.29,1016.61
05/03/2004,1101.88,951.84,1110.93,897.66,992.08,1017.64
08/03/2004,1108.33,954.41,1118.66,900.05,997.04,1021.78
09/03/2004,1095.17,947.38,1107.37,890.31,981.75,1008.32
10/03/2004,1089.05,945.72,1099.69,885.26,969.42,998.19
11/03/2004,1065.25,927.3,1071.62,865.16,942.04,966.7
12/03/2004,1068.66,927.02,1077.16,869.27,950.29,971.79
15/03/2004,1053.6,912.65,1060.74,854.21,931.72,947.49
16/03/2004,1056.18,917.42,1063.24,857.88,933.84,951.66
17/03/2004,1073.9,929.19,1081.55,870.65,951.23,968.77
18/03/2004,1065.86,921.49,1072.08,863.37,943.63,957.2
19/03/2004,1070.15,929.14,1075.97,868.97,948.35,957.05
22/03/2004,1053.51,915.65,1060.98,852.87,931.27,936.36
23/03/2004,1059.38,916.39,1066.81,857.19,938.08,941.96
24/03/2004,1061.02,915.28,1065.17,856.29,939.04,941.3
25/03/2004,1071.21,922.84,1073.82,867.85,950.21,958.15
26/03/2004,1072.89,923.9,1075.74,867,951.34,958.91
29/03/2004,1081.83,931.81,1085.63,875.77,958.49,969.46
30/03/2004,1082.88,932.57,1085.68,877.46,957.74,966.35
31/03/2004,1084.98,934.77,1086.18,879.49,960.28,968.99
01/04/2004,1093.12,942.94,1095.79,888.89,970.28,980.93
02/04/2004,1105.52,954.1,1110.05,900.98,981.65,994.53
05/04/2004,1110.87,958.46,1115.21,905.08,987.95,1001.82
06/04/2004,1107.45,956.37,1115.5,901.63,985.39,998.32
07/04/2004,1105.13,960.18,1113.98,904.32,985.72,996.18
08/04/2004,1112.66,963.94,1119.65,907.9,989.86,1001.98
13/04/2004,1123.94,970.73,1129.42,914.24,995.1,1010.05
14/04/2004,1104.04,958.1,1109.88,899.27,976.67,990.98
15/04/2004,1104.29,959.31,1105.89,898.61,973.07,984.84
16/04/2004,1107.66,966.38,1113.48,903.79,973.73,989.66
19/04/2004,1114.94,969.97,1120.79,905.21,979.42,993.46
20/04/2004,1126.3,972.48,1133.67,910.82,989.72,1002.95
21/04/2004,1117.77,966.36,1123.55,903.51,978.53,989.18
22/04/2004,1123.86,971.46,1130.42,909.88,983.59,993.64
23/04/2004,1133.67,977,1137.04,918.89,993.52,1003.11
26/04/2004,1136.09,980.22,1144.8,922.42,1000,1009.32
27/04/2004,1137.25,976.69,1142.32,920.4,998.22,1009.41
28/04/2004,1127.71,967.38,1134.84,908.36,986.8,996.69
29/04/2004,1114.9,959.9,1124.67,899.76,974.56,984.68
30/04/2004,1107.51,954.24,1113.79,892.61,965.67,976
03/05/2004,1113.22,959.44,1119.33,896.99,969.93,979.96
04/05/2004,1115.69,963,1122.67,898.93,970.13,980.79
05/05/2004,1119.02,967.37,1123.82,899.83,969.59,982.39
06/05/2004,1106.61,960.71,1113.89,890.31,959.69,966.34
07/05/2004,1104.84,962,1115.17,890.19,959.4,964.16
10/05/2004,1073.3,940.79,1086.83,866.14,931.61,932.63
11/05/2004,1082.69,948.67,1096.34,874.85,940.05,941.58
12/05/2004,1076.18,944.34,1091.79,871.68,937.42,935.97
13/05/2004,1085.58,952.23,1100.42,879.68,942.02,943.54
14/05/2004,1079.04,948.68,1093.81,875.1,936.36,937.45
17/05/2004,1061.32,937.07,1078.27,861.29,918.95,920.11
18/05/2004,1070.85,941.03,1085.13,870.19,931.62,931.24
19/05/2004,1089.08,951.49,1097.91,882.64,948.9,948.77
20/05/2004,1083.45,948.82,1092.35,878.33,946.15,941.6
21/05/2004,1086.11,948.31,1093.84,879.36,949.02,945.04
24/05/2004,1094.09,954.75,1100.94,885.89,956.11,949.62
25/05/2004,1089.31,950.24,1095.19,880.91,950.32,944.85
26/05/2004,1100.8,958.16,1105.97,890.22,960.02,955.59
27/05/2004,1108.9,964.46,1111.17,894.48,963.78,961.8
28/05/2004,1108.67,962.41,1112.83,893.29,965.04,965.68
31/05/2004,1110.58,964.1,1113.4,893.96,965.64,966.78
01/06/2004,1103.84,958.31,1110.29,886.92,962.44,959.55
02/06/2004,1110.33,961.36,1113.97,891.55,966.85,965.41
03/06/2004,1114.35,963.32,1117.14,893.06,966.8,967.8
04/06/2004,1124.51,968.37,1124.04,898.9,973.98,976.08
07/06/2004,1130.75,971.72,1127.78,903.95,977.72,980.58
08/06/2004,1133.35,974.65,1130.25,907.74,983.19,983.42
09/06/2004,1134.15,977.79,1135.14,911.88,988.59,984.01
10/06/2004,1136.01,979.56,1137.37,911.73,987.61,982.48
11/06/2004,1135.38,977.77,1137.35,909.06,986.79,981.08
14/06/2004,1122.14,966.81,1122.17,898.08,973.8,968.25
15/06/2004,1127.45,973.18,1128.93,902.49,974.72,975.58
16/06/2004,1137.75,982.45,1140.91,910.91,982.59,983.26
17/06/2004,1138.17,982.99,1142.08,912.81,985.04,982.64
18/06/2004,1138.79,983.91,1141.35,911.4,983.37,983.66
21/06/2004,1139.53,984.63,1143.3,912,984.35,985.2
22/06/2004,1131.53,978.8,1138.55,906.89,979.89,978.9
23/06/2004,1135.49,981.73,1140.48,909.95,984.23,983.49
24/06/2004,1137.85,982.5,1138.66,910.74,985.58,987.92
25/06/2004,1143.2,982.73,1140,911.23,988.31,989.34
28/06/2004,1151.89,986.89,1147.89,917.22,993.04,997.08
29/06/2004,1150.46,984.26,1144.78,913.19,988.62,997.01
30/06/2004,1149.38,980.2,1142.47,910.14,989.64,996.62
01/07/2004,1146.27,979.02,1136.26,909.43,986.09,995
02/07/2004,1137.86,974.6,1129.33,902.43,977.19,986.52
05/07/2004,1135.97,973.97,1128.04,901.63,974.98,986.08
06/07/2004,1129.78,970.99,1124.96,895.31,970.66,980.85
07/07/2004,1128.34,970.6,1124.51,893.6,968.21,979.5
08/07/2004,1127.45,971.8,1126.37,892.31,963.4,979.66
09/07/2004,1127.16,969.25,1125.14,891.47,960.94,977.44
12/07/2004,1123.77,968.48,1124.14,890.35,960.22,976.02
13/07/2004,1128.37,969.71,1128.64,893.49,963.82,977.91
14/07/2004,1121.26,967.04,1122.14,887.07,954.29,975.26
15/07/2004,1111.62,962.18,1115.97,882.41,947.22,970.37
16/07/2004,1116.18,965.51,1120.75,884.88,953.95,974.81
19/07/2004,1111.9,961.14,1118.2,880.27,948.88,969.03
20/07/2004,1105.97,961.05,1116.82,878.77,941.28,968.43
21/07/2004,1117.09,967.48,1124.57,886.63,951.54,975.78
22/07/2004,1102.25,956.35,1112.8,875.74,940.11,960.89
23/07/2004,1104.78,957.86,1118.43,877.73,941.28,961.38
26/07/2004,1097.2,951.02,1113.38,869.15,928.65,954.71
27/07/2004,1107.18,956.13,1122.04,875.19,931.92,958.86
28/07/2004,1111.07,956.88,1125.82,875.75,934.63,960.26
29/07/2004,1121.49,963.77,1130.67,879.26,938.33,969.93
30/07/2004,1123.16,967.1,1133.46,881.49,939.87,971.13
02/08/2004,1124.18,965.98,1135.48,880.78,939.9,970.58
03/08/2004,1128.5,968.57,1137.67,882.74,938.25,974.33
04/08/2004,1118.73,960.16,1130.22,873.47,923.17,965.85
05/08/2004,1124.5,961.77,1134.02,874,921.37,965.65
06/08/2004,1104.19,944.74,1118.02,855.62,901,946.5
09/08/2004,1092.46,935.12,1107.58,847.27,889.94,934.88
10/08/2004,1099.87,940.3,1113.81,854.06,898.26,940.1
11/08/2004,1093.58,936.79,1110.82,849.27,891.69,937.75
12/08/2004,1091.72,933.38,1110.61,845.29,885.98,936.9
13/08/2004,1091.85,931.06,1108.8,845.6,889.93,935.53
16/08/2004,1098.82,936.2,1114.03,850.24,894.71,940.58
17/08/2004,1101.68,937.21,1115.51,854.4,898.89,942.68
18/08/2004,1103.44,937.63,1117.49,855.32,903.33,943.58
19/08/2004,1106.96,940.14,1118.96,858.6,907.47,947.36
20/08/2004,1105.02,937.19,1117.22,856.6,905.35,945.67
23/08/2004,1120.52,946.16,1130.12,865.59,914.72,952.91
24/08/2004,1121.93,945,1131.29,864.81,914.78,952.45
25/08/2004,1126.61,947.55,1135.17,867.71,916.38,955.99
26/08/2004,1133.23,953.92,1140.1,872.4,920.17,960.32
27/08/2004,1134.65,959.9,1146.49,877.24,922.5,966.41
30/08/2004,1133.72,959.4,1145.68,876.61,922.4,966.34
31/08/2004,1126.59,953.25,1139.98,869.22,914.68,962.67
01/09/2004,1129.24,957.56,1144.44,873.61,918.63,966.47
02/09/2004,1136.25,957.98,1147.69,877.07,921.47,968.63
03/09/2004,1143.39,962.93,1154.02,882.61,924.41,975.41
06/09/2004,1147.02,966.23,1156.9,886.84,928.63,978.2
07/09/2004,1147.03,965.96,1155.64,887.02,929.95,976.56
08/09/2004,1148.16,968.1,1154.45,888.92,932.58,977.73
09/09/2004,1143.53,964.07,1151.17,883.87,927.5,974.49
10/09/2004,1148.07,966.82,1152.44,887.31,932.52,977.45
13/09/2004,1156.59,972.72,1158.29,894.75,942.02,984.3
14/09/2004,1151,971.05,1156.81,892.81,938.73,982.27
15/09/2004,1147.69,969.35,1153.28,891.22,938.54,982.42
16/09/2004,1153.44,973.87,1158.18,894.82,944.26,985.62
17/09/2004,1157.14,977.73,1161.57,898.96,947.9,989.43
20/09/2004,1154.52,974.52,1158.62,895.1,945.64,986.43
21/09/2004,1156.4,976.39,1158.31,893.99,945.11,988.5
22/09/2004,1153.07,973.39,1156.66,890.95,942.88,986.12
23/09/2004,1140.44,967.8,1149.77,883.55,936.66,980.68
24/09/2004,1145.28,971.72,1155.24,887.28,940.71,985.33
27/09/2004,1141.6,967.4,1154.49,882.12,935.93,980.27
28/09/2004,1143.53,972.48,1158.78,885.67,937.31,984.96
29/09/2004,1151.78,974.59,1166.03,887.23,941.38,988.71
30/09/2004,1147.83,971.08,1161.13,885.38,940.33,986.28
01/10/2004,1162.32,981.09,1172.16,893.94,950.16,996.49
04/10/2004,1175.81,989.91,1184.36,906.57,963.77,1004.22
05/10/2004,1173.77,989.2,1183.23,904.42,958.67,1002.99
06/10/2004,1169.57,986.73,1179.53,900.61,956.27,1000.56
07/10/2004,1171.07,986.24,1182.19,901.96,960.06,1000.42
08/10/2004,1166.71,983.64,1179.14,898,955.49,1000.04
11/10/2004,1166.61,982.38,1180.96,896.01,953.15,1000.35
12/10/2004,1155.49,977.97,1174.21,889.59,945.27,994.3
13/10/2004,1156.37,982.09,1180.94,891.51,947.02,997.54
14/10/2004,1147.31,976.19,1174.25,884.05,937.49,991.99
15/10/2004,1144.36,974.65,1172.25,882.39,937.15,991.04
18/10/2004,1137.86,972.67,1167.27,877.65,929.96,988.59
19/10/2004,1148.93,981.28,1177.59,887.61,938.27,995.42
20/10/2004,1138.26,975.89,1168.63,880.05,930.14,989.16
21/10/2004,1145.8,980.62,1173.88,888.58,939.2,994.42
22/10/2004,1147.11,983.36,1174.98,890.4,942.34,996.41
25/10/2004,1131.55,970.71,1160.08,877.63,930.37,983.19
26/10/2004,1137.72,971.87,1165.66,880.94,932.82,985
27/10/2004,1148.38,978.67,1177.72,888.83,941.51,995.04
28/10/2004,1154.42,982.37,1182.24,889.83,944.91,997.69
29/10/2004,1152.4,979.64,1182.02,888.8,944.06,996.66
01/11/2004,1161.35,985.87,1191.55,896.52,950.59,1004.31
02/11/2004,1174.84,993.09,1202.35,904.84,961.31,1013.47
03/11/2004,1178.84,994.66,1205.48,908.43,965.98,1013.04
04/11/2004,1175.61,991.51,1201.67,904.7,960.72,1011.11
05/11/2004,1185.54,995.41,1209.07,911.93,968.64,1012.07
08/11/2004,1182.75,993.92,1207.86,909.51,964.28,1010.62
09/11/2004,1184.32,993.15,1207.01,909.48,965.91,1011.74
10/11/2004,1190.93,993.81,1208.52,911.9,969.25,1011.9
11/11/2004,1203.33,1000.47,1218.18,919.98,979.16,1018.14
12/11/2004,1206.18,1002.34,1221.76,923.55,984.14,1018.85
15/11/2004,1201.99,1001.49,1222.39,922.7,982.89,1016.99
16/11/2004,1194.78,997.63,1215.62,918.61,977.3,1010.97
17/11/2004,1206.29,1002.49,1225.05,925.33,983.52,1017.07
18/11/2004,1207.73,1002.46,1226.7,925.31,986.98,1017.7
19/11/2004,1202.73,998.81,1221.63,922.54,986.78,1017.11
22/11/2004,1197.12,994.24,1218.29,916.4,979.03,1013.96
23/11/2004,1200.72,996.79,1224.14,919.42,984.07,1017.59
24/11/2004,1203.29,997.64,1224.74,919.35,985.92,1018.14
25/11/2004,1207.69,1003.98,1232.2,922.89,989.02,1024.75
26/11/2004,1208.4,1003.19,1230.91,919.65,986.31,1024.62
29/11/2004,1205.21,1003.13,1229.95,920.18,985.81,1023.03
30/11/2004,1205.63,1000.44,1230.96,919.7,988.71,1022.35
01/12/2004,1219.22,1008.13,1240.72,925.91,995.18,1032.17
02/12/2004,1226.95,1011.22,1249.69,930.27,1001.02,1034.08
03/12/2004,1228.59,1010.36,1249.52,931.11,1005.16,1034.51
06/12/2004,1223.57,1007.33,1246.04,927.38,999.37,1031.22
07/12/2004,1228.41,1010.62,1251.02,930.53,1002.29,1034.45
08/12/2004,1226.68,1010.06,1251.93,929.9,1001.41,1033.71
09/12/2004,1219.05,1005.13,1242.44,921.74,992.16,1030.21
10/12/2004,1226.81,1010.06,1247.74,926.13,999.92,1034.94
13/12/2004,1233.09,1017.84,1256.45,931.22,1004.95,1041.13
14/12/2004,1236.87,1018.99,1257.09,932.83,1006.01,1044.12
15/12/2004,1239.16,1017.83,1262.99,933.68,1012.28,1046.47
16/12/2004,1250.88,1022.34,1266.86,941.48,1017.86,1050.83
17/12/2004,1243.44,1018.8,1263.8,938.04,1015.66,1046.01
20/12/2004,1248.52,1023.33,1270.92,940.27,1019.1,1049.56
21/12/2004,1248.42,1022.92,1268.27,939.71,1016.76,1048.71
22/12/2004,1253.31,1025.48,1271.54,942.16,1015.32,1051.24
23/12/2004,1254.6,1025.68,1271.36,941.25,1015.32,1050.42
24/12/2004,1254.6,1025.68,1271.36,941.25,1015.32,1050.42
27/12/2004,1251.88,1025.51,1271.66,940.29,1013.75,1050.66
28/12/2004,1252.29,1026.26,1271.73,940.44,1014.94,1051.2
29/12/2004,1253.01,1025.92,1272.41,940.71,1016.86,1050.73
30/12/2004,1254.73,1026.88,1273.15,941.76,1018.89,1051.49
31/12/2004,1254.73,1026.88,1273.15,941.76,1018.89,1051.49
03/01/2005,1264.2,1033.97,1280.95,948.51,1027.32,1059.62
04/01/2005,1272.43,1038.68,1291.71,952.66,1034.02,1062.31
05/01/2005,1263.24,1031.56,1289.39,943.88,1027.36,1056.55
06/01/2005,1270.42,1034,1291.64,945.59,1027.96,1059.06
07/01/2005,1279.53,1039.25,1302.69,952.38,1038.16,1066.49
10/01/2005,1280.81,1038.17,1300.83,953.75,1037.73,1065.05
11/01/2005,1274.93,1033,1292.37,948.29,1033.66,1060.83
12/01/2005,1269.85,1028.02,1287.18,942.67,1032.94,1057.77
13/01/2005,1275.14,1034.9,1294.02,949.09,1039.53,1063.16
14/01/2005,1286.55,1040.48,1299.59,953.89,1046.24,1069.71
17/01/2005,1290.3,1043.09,1301.16,957.93,1048.56,1071.86
18/01/2005,1293.57,1044.89,1304.05,959.47,1051.22,1076.14
19/01/2005,1295.86,1048.57,1312.2,964.31,1058.36,1078.09
20/01/2005,1294.15,1046.61,1308.31,963.75,1054.66,1075.34
21/01/2005,1293.92,1046.24,1308.32,961.7,1052.9,1074.91
24/01/2005,1289.94,1045.07,1303.5,958.67,1049.1,1073.33
25/01/2005,1298.44,1050.63,1314.49,964.88,1055.9,1081.59
26/01/2005,1300.13,1052.01,1313.22,966.27,1057.94,1083.4
27/01/2005,1305.44,1054.36,1313.43,969.13,1061.93,1085.98
28/01/2005,1303.49,1054.18,1309.46,969.38,1062.6,1085.39
31/01/2005,1318.07,1059.8,1319.47,975.31,1069.95,1092.71
01/02/2005,1326.26,1067.63,1329.48,983.25,1079.06,1097.81
02/02/2005,1330.72,1070.15,1334.31,987.48,1084.99,1103.08
03/02/2005,1332.96,1070.56,1337.56,989.23,1089.48,1106.32
04/02/2005,1347.54,1078.3,1347.88,997.02,1097.45,1115.71
07/02/2005,1355.6,1083.04,1353.65,1002.72,1101.68,1119.91
08/02/2005,1360.86,1085.97,1359.71,1006.45,1108.24,1121.34
09/02/2005,1359.98,1084.26,1356.94,1005.61,1108.49,1119.37
10/02/2005,1355.27,1084.13,1354.67,1002.03,1104.09,1116.13
11/02/2005,1369.29,1092.52,1367.87,1008.67,1111.14,1123.99
14/02/2005,1369.14,1093.53,1370.74,1011.75,1113.76,1125.76
15/02/2005,1375.56,1097.78,1377.48,1014.34,1115.35,1131.4
16/02/2005,1367.43,1091.68,1368.36,1008.87,1106.31,1127.72
17/02/2005,1370.84,1096.01,1369.68,1008.61,1106.75,1129.75
18/02/2005,1373.04,1097.79,1368.37,1009.52,1106.52,1132.16
21/02/2005,1367.08,1093.21,1356.76,1006.86,1101.93,1121.34
22/02/2005,1358.47,1085.54,1346.98,1000.97,1090.65,1113.07
23/02/2005,1351.67,1082.24,1342.26,997.14,1089.37,1109.2
24/02/2005,1354.9,1081.14,1342.7,998.33,1092.79,1108.85
25/02/2005,1372.49,1092.14,1355.97,1010.43,1106.77,1119.05
28/02/2005,1375.13,1093.26,1357.83,1010.21,1108.52,1114.11
01/03/2005,1381.09,1098.68,1363.38,1015.57,1112.66,1117.53
02/03/2005,1376.96,1093.86,1357.54,1013.07,1111.56,1111.77
03/03/2005,1375.45,1093.86,1355.45,1012.89,1112.6,1112.37
04/03/2005,1383.3,1101.89,1363.96,1017.76,1118.25,1120.26
07/03/2005,1385.76,1101.07,1363.11,1016.75,1113.73,1119.17
08/03/2005,1380.24,1094.99,1358.69,1010.99,1109.43,1113.65
09/03/2005,1373.9,1087.98,1354.01,1007.18,1105.19,1110.08
10/03/2005,1362.68,1081.62,1345.08,1001.29,1099.25,1103.42
11/03/2005,1368.97,1082.98,1347.49,1004.13,1102.43,1103.72
14/03/2005,1368.03,1080.64,1346.02,1001.88,1099.56,1101.74
15/03/2005,1374.13,1089.39,1354.82,1006.94,1107.76,1110.27
16/03/2005,1361.53,1080.36,1341.1,998.27,1099.37,1102.92
17/03/2005,1357.8,1082.29,1340.61,999.02,1099.06,1103.62
18/03/2005,1360.3,1085.15,1344.11,1000.25,1102.72,1105.71
21/03/2005,1357.41,1082.51,1340.39,998.05,1098.83,1104.07
22/03/2005,1359.56,1083.43,1340.65,998.21,1096,1105.69
23/03/2005,1353.79,1079.26,1335.33,991.27,1084.54,1100.55
24/03/2005,1360.82,1084.28,1346.39,996.2,1095.34,1108.24
29/03/2005,1360.2,1084.8,1349.93,995.24,1096.23,1109.56
30/03/2005,1357,1085.97,1344.9,993.81,1093.83,1108.37
31/03/2005,1361.25,1086.59,1347.35,996.66,1098.53,1104.79
01/04/2005,1371.52,1092.02,1354.81,1002.54,1107.31,1115.28
04/04/2005,1363.5,1089.95,1348.94,998.99,1101.79,1112.23
05/04/2005,1373,1101.42,1363.43,1007.28,1107.59,1122.12
06/04/2005,1381.76,1106.11,1368.49,1012.89,1116.81,1127.65
07/04/2005,1383.33,1109.03,1368.74,1014.21,1118.3,1130.78
08/04/2005,1387.78,1111.89,1373.76,1018.37,1126.11,1135.46
11/04/2005,1384.6,1110.21,1372.43,1016.99,1124.23,1133.29
12/04/2005,1379.54,1108.46,1373.15,1015.1,1121.4,1132.41
13/04/2005,1387.11,1114.59,1381.74,1019.77,1128.45,1137.33
14/04/2005,1378.13,1109.2,1374.3,1014.97,1118.38,1131.7
15/04/2005,1349.45,1094.61,1354.35,996.54,1098.45,1113.8
18/04/2005,1323.03,1076.9,1328.98,978.86,1075.31,1091.19
19/04/2005,1333.06,1082.86,1339.4,986.86,1087.1,1098.28
20/04/2005,1327.04,1080.16,1335.66,986.73,1090.63,1098.7
21/04/2005,1321.86,1080.45,1331.29,985.44,1085.13,1096.94
22/04/2005,1332.75,1087.18,1342.33,993.3,1092.15,1104.59
25/04/2005,1336.88,1090.47,1347.12,994.57,1095.19,1109.23
26/04/2005,1326.2,1086.23,1336.93,988.32,1086.08,1104.54
27/04/2005,1303.88,1071.62,1320.29,971.16,1067.75,1090.54
28/04/2005,1298.96,1065.26,1315.83,962.38,1054.96,1087.51
29/04/2005,1301.64,1066.52,1319.08,962.69,1054.07,1087.99
02/05/2005,1307.31,1070.61,1322.02,968,1058.46,1095.6
03/05/2005,1314.68,1072.03,1322.66,969.82,1059.16,1097.14
04/05/2005,1314.66,1077.2,1322.58,969.27,1055.14,1098.55
05/05/2005,1323.4,1082.38,1332.28,973.64,1061.84,1103.53
06/05/2005,1328.77,1085.8,1333.46,976.94,1064.38,1108.76
09/05/2005,1327.25,1083.48,1327.73,976.12,1063.01,1108.15
10/05/2005,1318.04,1078.99,1319.22,971.14,1054.38,1102.88
11/05/2005,1316.35,1079.7,1321.43,971.8,1056.45,1103.9
12/05/2005,1325.92,1087.51,1331.72,979.96,1066.46,1108.39
13/05/2005,1323.75,1087.91,1331.46,978.38,1066.26,1105.21
16/05/2005,1320.17,1084.87,1325.55,975.62,1063.15,1101.14
17/05/2005,1320.77,1085.38,1328.34,978.26,1067.78,1100.82
18/05/2005,1338.19,1094.02,1339.19,987.09,1075.51,1111.72
19/05/2005,1347.51,1098.18,1348.36,993.27,1084.77,1118.46
20/05/2005,1347.95,1100.13,1347.94,993.57,1084.94,1121.36
23/05/2005,1357.13,1104.3,1355.53,997.27,1090.82,1125.42
24/05/2005,1356.97,1105.69,1355.86,997.72,1092.93,1126.19
25/05/2005,1358.86,1105.74,1358.34,999.28,1095.02,1126.6
26/05/2005,1368.06,1112.82,1367.22,1008.45,1107.13,1135.44
27/05/2005,1370.89,1109.65,1367.28,1007.67,1106.45,1134.42
30/05/2005,1379.09,1114.29,1373.37,1012.62,1111.93,1140.47
31/05/2005,1381.73,1115.43,1376.94,1014.76,1117.39,1141.52
01/06/2005,1396.05,1128.79,1388.72,1026.22,1128.06,1154.33
02/06/2005,1397.61,1128.53,1386.8,1025.66,1129.09,1154.09
03/06/2005,1396.91,1128.94,1388.71,1026.1,1132.96,1153.84
06/06/2005,1390.34,1126.2,1384.59,1023.4,1130.67,1152.73
07/06/2005,1403.29,1137.78,1398.58,1033.98,1142.76,1163.68
08/06/2005,1402.75,1134.95,1398.02,1034.93,1143.84,1163.89
09/06/2005,1401.58,1135.82,1397.43,1034.22,1144.85,1165.19
10/06/2005,1413.3,1142.79,1405.09,1041.46,1153.49,1170.92
13/06/2005,1418.2,1146.4,1411.09,1044.07,1161.45,1176.99
14/06/2005,1421.2,1147.15,1413.27,1044.56,1165.03,1178.65
15/06/2005,1414.91,1143.26,1407.13,1040.81,1162.28,1173.06
16/06/2005,1427.43,1149.13,1415.58,1051.91,1171.17,1178.71
17/06/2005,1430.08,1149.18,1413.96,1050.11,1166.79,1180.24
20/06/2005,1430.35,1148.8,1415.11,1050.82,1167.75,1177.78
21/06/2005,1433.75,1153.59,1417.67,1053.96,1166.08,1180.66
22/06/2005,1441.19,1154.61,1418.96,1056.88,1167.94,1180.88
23/06/2005,1448.86,1157.39,1427.18,1061.62,1176.21,1185.67
24/06/2005,1437.04,1147.68,1416.76,1053.43,1169.96,1178.73
27/06/2005,1421.15,1137.77,1401.46,1039.98,1155.96,1168.09
28/06/2005,1431.89,1144.76,1413.18,1048.43,1163.84,1176.36
29/06/2005,1439.38,1148.92,1416.66,1053.09,1165.05,1182.47
