,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
19/01/2015,2565.11,2897.97,1988.76,2692.77,2051.56,2221.23
20/01/2015,2570.93,2913.32,1997.39,2708.8,2062.94,2239.67
21/01/2015,2596.28,2917.62,2013.76,2719.85,2068.87,2250.07
22/01/2015,2652.87,2950.19,2058.1,2762.37,2111.77,2285.49
23/01/2015,2675.34,3009.31,2082.6,2813.47,2128.67,2326.51
26/01/2015,2692.79,3028.42,2096.86,2830.56,2142.69,2339.15
27/01/2015,2655.86,2999.43,2079.73,2804.44,2110.92,2313.77
28/01/2015,2656.54,3009.37,2083.93,2816.96,2115.45,2313.87
29/01/2015,2649.59,3003.27,2078.68,2806.04,2101.81,2317.8
30/01/2015,2646.08,2996.84,2072.37,2799.54,2106.72,2309.41
02/02/2015,2659.72,2979.28,2079.91,2791.6,2117.76,2301.74
03/02/2015,2715.58,2977.99,2113.53,2807.67,2161.98,2322.19
04/02/2015,2710.86,3003.92,2106.58,2821.97,2159.86,2335.31
05/02/2015,2728.14,3026.88,2118.09,2846.55,2188.17,2336.73
06/02/2015,2736.5,3027.39,2123.5,2859.47,2192.88,2330.31
09/02/2015,2714.65,3006.93,2109.32,2840.76,2182.31,2301.81
10/02/2015,2736.93,3036.58,2124.75,2867.88,2198.41,2337.19
11/02/2015,2720.67,3041.25,2109.14,2859.26,2186.32,2331.78
12/02/2015,2767.9,3055.72,2132.07,2884.8,2228.21,2369.07
13/02/2015,2793.72,3055.32,2146.55,2887.35,2241.59,2396.59
16/02/2015,2797.21,3044.7,2145.76,2884.39,2245.24,2378.13
17/02/2015,2787.69,3050.88,2142.46,2886.15,2234.44,2374.3
18/02/2015,2823.68,3077.61,2164.82,2923.47,2270.43,2395.89
19/02/2015,2825.43,3091.31,2160.19,2927.2,2266.67,2405.39
20/02/2015,2834.9,3095.35,2166.95,2933.25,2279.01,2407.21
23/02/2015,2841.22,3128.71,2173.83,2962.82,2287.63,2425.07
24/02/2015,2866.72,3138.55,2192.42,2974.09,2310.33,2460.46
25/02/2015,2859.92,3142.95,2196.9,2972.65,2304.69,2456.41
26/02/2015,2884.3,3177.59,2212.55,3005.77,2323.87,2466.32
27/02/2015,2893.77,3189.64,2216.73,3016.67,2329.11,2463.41
02/03/2015,2885.04,3192.43,2212.58,3010.5,2318.09,2456.82
03/03/2015,2868.32,3163.19,2201.17,2989.74,2303.41,2434.26
04/03/2015,2876.45,3184.76,2204.46,3005.5,2300.83,2439.23
05/03/2015,2912.4,3213.77,2228.48,3041.91,2335.02,2466.96
06/03/2015,2920.6,3217.7,2224.85,3047.21,2355.14,2460.38
09/03/2015,2916.97,3202.03,2218.49,3029.22,2347.77,2445.1
10/03/2015,2889.08,3187.55,2193.24,3010.74,2328.58,2429.38
11/03/2015,2930.69,3235.44,2219.9,3046.54,2353.89,2464.71
12/03/2015,2929.34,3239.64,2219.6,3054.09,2349.86,2467.04
13/03/2015,2935.16,3259.34,2219.36,3066.54,2353.3,2469.37
16/03/2015,2949.32,3285.53,2229.99,3088.13,2355.85,2495.43
17/03/2015,2931.26,3259.09,2223.45,3062.73,2336.86,2471.49
18/03/2015,2925.36,3269.5,2232.94,3080.49,2339.18,2468.27
19/03/2015,2945.44,3286.49,2249.87,3103.43,2361.94,2478.71
20/03/2015,2972.79,3287.77,2270.89,3109.59,2373.13,2493.32
23/03/2015,2959.13,3266.1,2266.38,3091.95,2364.91,2487.51
24/03/2015,2970.53,3272.15,2270.97,3099,2377.5,2498.08
25/03/2015,2948.67,3232.07,2255.55,3067.28,2360.93,2475.08
26/03/2015,2919.43,3202.43,2233.42,3037.92,2332.19,2449.34
27/03/2015,2918.17,3214.91,2233.31,3039.08,2332.25,2455.83
30/03/2015,2945.67,3254.74,2251.33,3071.81,2358.44,2476.03
31/03/2015,2935.48,3247.07,2240.46,3064.3,2355.36,2460.14
01/04/2015,2940.03,3250.34,2245.59,3065.08,2358.67,2470.38
02/04/2015,2941.86,3251.19,2242.31,3063.15,2357.96,2471.89
07/04/2015,2992.94,3299.52,2282.64,3116.9,2407.84,2505.38
08/04/2015,3000.69,3306.85,2287.4,3131.7,2419.43,2506.33
09/04/2015,3032.82,3346.2,2308.54,3169.69,2441.27,2533.85
10/04/2015,3057.92,3378.86,2329.39,3207,2468.16,2558.05
13/04/2015,3066.17,3381.06,2331.91,3208.71,2476.13,2563.58
14/04/2015,3048.13,3369.84,2329.56,3200.5,2475.31,2551.94
15/04/2015,3066.51,3378.44,2345.23,3218.63,2492.75,2559.02
16/04/2015,3041.57,3357.8,2336.36,3203.16,2474.79,2539.02
17/04/2015,2985.3,3305.25,2298.85,3154.54,2430.9,2492.83
20/04/2015,3003.49,3327.71,2309.83,3174,2444.45,2512.77
21/04/2015,3016.83,3370.64,2322.32,3211.29,2466.56,2536.04
22/04/2015,3009.32,3362.96,2312.51,3196.89,2456.22,2528.04
23/04/2015,3010.07,3345.55,2311.1,3187.43,2449.85,2511.94
24/04/2015,3026.84,3350.58,2320.95,3195.4,2459.16,2520.52
27/04/2015,3062.65,3379.04,2340.08,3218.67,2484.61,2542.59
28/04/2015,3019.86,3320.87,2314.62,3168.45,2455.02,2498.96
29/04/2015,2960.08,3253.62,2278.86,3111.65,2408.07,2442.74
30/04/2015,2963.25,3245.3,2269.95,3102.54,2397.18,2434.18
04/05/2015,2970.59,3257.83,2265.7,3106.08,2400.3,2451.6
05/05/2015,2930.5,3218.26,2236.37,3074.48,2379.64,2403.6
06/05/2015,2922.33,3194.63,2225.75,3040.52,2366.38,2385.18
07/05/2015,2935.54,3212.26,2225.75,3051.22,2383.68,2403.26
08/05/2015,3014.55,3300.95,2293.15,3149.46,2458.19,2462.21
11/05/2015,3034.61,3313.64,2307.39,3172.15,2476.05,2469.52
12/05/2015,3002.25,3270.95,2282.44,3132.59,2452.82,2439.4
13/05/2015,3013.1,3278.64,2290.37,3144.56,2464.39,2445.8
14/05/2015,3031.26,3295.81,2297.2,3157.67,2473.21,2462.87
15/05/2015,3023.26,3294.74,2292.85,3154.79,2470.99,2465.79
18/05/2015,3033.61,3317.96,2296.3,3173.75,2479.07,2477.04
19/05/2015,3079.29,3375.56,2326.63,3230.17,2513.11,2519.74
20/05/2015,3092.49,3381.15,2333.9,3230.13,2510.33,2518.83
21/05/2015,3106.17,3387.06,2344.49,3246.35,2525.23,2519.76
22/05/2015,3101.15,3389.39,2344.47,3247.3,2519.83,2516.78
25/05/2015,3101.15,3389.39,2344.47,3247.3,2519.83,2516.78
26/05/2015,3076.15,3368.3,2320.38,3226.35,2503.13,2497.19
27/05/2015,3116.22,3403.3,2342.42,3262.09,2528.04,2527.6
28/05/2015,3094.35,3405.53,2330.34,3251.85,2515.33,2522.86
29/05/2015,3050.74,3357.84,2304.4,3207.07,2485.79,2485.42
01/06/2015,3050.45,3374.02,2302.07,3223.42,2494.34,2497.77
02/06/2015,3034.71,3331.85,2286.32,3184.55,2475.41,2471.32
03/06/2015,3048.15,3322.57,2280.35,3169.06,2470.34,2471.04
04/06/2015,3023.64,3295.43,2260.21,3140.9,2447.68,2457.65
05/06/2015,2988.73,3265.41,2240.1,3114.07,2422.48,2425.3
08/06/2015,2957.04,3246.32,2217.13,3090.17,2402.05,2405.33
09/06/2015,2953.59,3237.75,2211.25,3075.79,2400.96,2394.97
10/06/2015,3004.51,3287.18,2248.79,3129.13,2437.44,2426.29
11/06/2015,3024.2,3306.81,2261.34,3150.68,2451.44,2448.05
12/06/2015,2990.16,3282.69,2244.06,3122.7,2425.7,2425.35
15/06/2015,2928.73,3232.43,2209.5,3075.54,2383.15,2384.84
16/06/2015,2943.25,3257.41,2225.12,3098.74,2401.76,2399.4
17/06/2015,2933.58,3239.67,2223.46,3084.52,2395.79,2380.52
18/06/2015,2933.34,3242.52,2224.51,3079.99,2385.39,2385.23
19/06/2015,2951.45,3252.83,2232.79,3096.37,2396.04,2390.97
22/06/2015,3018.42,3298.62,2274.21,3129.23,2429.42,2441.11
23/06/2015,3067.22,3336.45,2304.73,3174.7,2476.84,2474.26
24/06/2015,3047.9,3315.38,2292.68,3154,2458.43,2467.47
25/06/2015,3047.27,3313.31,2291.73,3152.44,2459.19,2468.48
26/06/2015,3061.54,3310.51,2292.07,3151.58,2458.13,2479.98
29/06/2015,2984.83,3239.5,2240.1,3089.01,2403.46,2419.12
30/06/2015,2962.06,3207.52,2218.13,3067.3,2396.16,2397.3
01/07/2015,3001.22,3255.51,2237.85,3105.32,2431.78,2435
02/07/2015,2989.93,3232.09,2234.07,3085.17,2417.03,2413.66
03/07/2015,2975.11,3221.89,2221.75,3076.05,2407.4,2408.45
06/07/2015,2938.09,3201.22,2196.51,3050.64,2380.28,2380.58
07/07/2015,2884.57,3163.16,2162.46,3016.09,2344.01,2346.68
08/07/2015,2869.09,3143.29,2157.93,2991.75,2316.73,2342.75
09/07/2015,2933.2,3202.1,2204.83,3055.22,2357.15,2391.18
10/07/2015,2988.68,3251.33,2249.24,3105.11,2390.48,2439.11
13/07/2015,3049.8,3317.49,2294.24,3172.96,2439.95,2490.3
14/07/2015,3051.9,3325.57,2295.98,3179.53,2437.82,2489.47
15/07/2015,3064.99,3340.58,2311.04,3193.06,2451.85,2510.66
16/07/2015,3112.05,3379.34,2342.93,3239.68,2486.22,2542.78
17/07/2015,3112.75,3394.23,2341.38,3259.55,2489.7,2554.08
20/07/2015,3124.62,3400.55,2346.14,3271.44,2496.17,2569.06
21/07/2015,3102.98,3366.89,2324.98,3237.37,2477.97,2539.85
22/07/2015,3094.59,3352.86,2310.72,3222.16,2467.87,2531.3
23/07/2015,3081.77,3323.93,2291.72,3193.96,2447.01,2521.8
24/07/2015,3048.57,3304.6,2275.79,3170.86,2432.3,2509.93
27/07/2015,2987.22,3232.26,2232.13,3099.11,2378.14,2451.67
28/07/2015,3013.14,3264.88,2253.69,3132.36,2402.2,2471.47
29/07/2015,3035.51,3297.81,2275.13,3171.24,2428.62,2499.84
30/07/2015,3049.97,3312.67,2286.4,3189.06,2437.65,2507.42
31/07/2015,3053.68,3320.42,2282.4,3191.57,2435.99,2518.91
03/08/2015,3062.92,3351.26,2293.31,3219.58,2445.93,2539.22
04/08/2015,3067.42,3359.96,2296.56,3223.58,2452.42,2534.44
05/08/2015,3105.42,3385.69,2319.29,3251.54,2470.89,2547.28
06/08/2015,3084.2,3354.66,2306.96,3208.55,2449.28,2530.26
07/08/2015,3056.6,3318.17,2289.64,3164.99,2424.42,2499.99
10/08/2015,3077.98,3340.5,2306.52,3185.1,2442.59,2518.74
11/08/2015,3028.01,3303.25,2272.75,3141.66,2411.51,2485.34
12/08/2015,2948.49,3220.34,2226.25,3060.31,2357.14,2415.16
13/08/2015,2974.52,3260.94,2243.79,3105.74,2383.82,2452.93
14/08/2015,2967.86,3272.96,2240.81,3114.67,2384.3,2456.48
17/08/2015,2970.64,3280.27,2244.92,3125.72,2389.79,2459.45
18/08/2015,2977.57,3296.95,2247.41,3140.71,2402.13,2466.77
19/08/2015,2924.65,3247.61,2212.46,3091.99,2360.31,2425.18
20/08/2015,2870.14,3176.88,2174.01,3026,2302.17,2360.61
21/08/2015,2792.52,3087.4,2109.05,2936.61,2243.62,2289.02
24/08/2015,2641.5,2948.46,1989.1,2797.91,2137.58,2173.53
25/08/2015,2748.1,3061.19,2068.53,2914.63,2220.33,2272.29
26/08/2015,2714.2,3015.82,2038.45,2877.43,2205,2247.98
27/08/2015,2800.8,3090.34,2103.32,2962.44,2264.35,2316.64
28/08/2015,2810.52,3102.58,2115.52,2973.57,2276.84,2326.5
31/08/2015,2797.87,3107.05,2109.71,2977.78,2275.19,2321.49
01/09/2015,2733.15,3039.47,2054.78,2901.88,2227.58,2264.5
02/09/2015,2741.52,3052.41,2062.97,2919.44,2231.9,2276.96
03/09/2015,2806.68,3115.85,2109.11,2992.94,2285.03,2332.02
04/09/2015,2740.63,3051.06,2058.24,2927.84,2237.51,2282.9
07/09/2015,2750.16,3062.9,2065.74,2938.64,2242.78,2296.2
08/09/2015,2796.06,3085.88,2104.38,2975.95,2275.42,2325.02
09/09/2015,2832.06,3120.41,2131.11,3013.02,2299.57,2350.64
10/09/2015,2797.47,3099.5,2105.73,2988.87,2278.47,2336
11/09/2015,2767.08,3066.64,2083.12,2958.82,2257.71,2313.08
14/09/2015,2746.26,3049.5,2070.42,2945.5,2244.83,2300.42
15/09/2015,2761.07,3061.28,2081.02,2957.67,2256.39,2307.38
16/09/2015,2792.22,3109.25,2109.98,3005.8,2287.89,2333.45
17/09/2015,2797.37,3106.25,2111.6,2998.96,2286.86,2340.46
18/09/2015,2745.91,3072.61,2079.22,2966.85,2264.03,2310.99
21/09/2015,2754.98,3102.53,2090.59,2988.82,2274.29,2333.18
22/09/2015,2671.04,3024.3,2034.39,2911.62,2211.51,2268.91
23/09/2015,2673.64,3026.51,2035.48,2915.13,2215,2273.44
24/09/2015,2610.07,2976.33,1994.94,2862.43,2166.97,2224.06
25/09/2015,2671.44,3051,2048.1,2941.13,2212.56,2285.94
28/09/2015,2612.92,3008.65,2003.18,2895.69,2177.99,2241.95
29/09/2015,2602.87,2965.95,1992.61,2862.01,2164.8,2211.95
30/09/2015,2654.51,3041.47,2033.39,2932.95,2204.37,2263.42
01/10/2015,2641.72,3031.81,2022.6,2924.92,2194.82,2249.56
02/10/2015,2649.91,3034.74,2033.98,2931.71,2202.01,2252.82
05/10/2015,2730.92,3108.37,2094.23,3011.9,2262.56,2313.78
06/10/2015,2759.83,3115.3,2111.53,3025.43,2277.21,2326.55
07/10/2015,2781.51,3099.15,2126.92,3013.33,2286.71,2315.77
08/10/2015,2788.31,3104.85,2131.22,3016.38,2292.87,2317.36
09/10/2015,2815.64,3106.36,2143.88,3006.89,2305.91,2317.89
12/10/2015,2807.59,3095.4,2136.05,2992.8,2286.97,2307.54
13/10/2015,2756.53,3073.87,2104.74,2959.75,2250.31,2292.94
14/10/2015,2736.52,3060.01,2092,2946.14,2238.74,2277.11
15/10/2015,2768.06,3103.39,2113.41,2991.86,2268.86,2317.86
16/10/2015,2769.33,3111.13,2123.2,2993.51,2260.31,2329.97
19/10/2015,2773.6,3133.55,2122.65,3016.95,2271.59,2350.4
20/10/2015,2768.54,3132.23,2117.65,3019.35,2273.14,2352.79
21/10/2015,2771.18,3142.41,2112.76,3021.48,2274.18,2361.39
22/10/2015,2819.82,3190.56,2150.9,3074.87,2305.04,2400.25
23/10/2015,2876.89,3258.78,2192.11,3147.19,2358.43,2453.08
26/10/2015,2862.25,3242.9,2183.83,3125.36,2341.78,2444.07
27/10/2015,2821.16,3206.51,2149.73,3093.98,2299.99,2423.27
28/10/2015,2847.06,3234.47,2168.34,3127.7,2327.15,2443.12
29/10/2015,2827.99,3259.84,2158.78,3140.67,2320.44,2444.98
30/10/2015,2843.6,3257.73,2165.29,3142.19,2326.67,2444.45
02/11/2015,2870.22,3266.51,2176.23,3149.87,2344.8,2456.39
03/11/2015,2877.6,3279.41,2188.58,3156.74,2355.29,2458.12
04/11/2015,2892.7,3294.64,2199.93,3174.24,2368.67,2463.08
05/11/2015,2872.15,3290.34,2174.18,3162.85,2346.3,2453.29
06/11/2015,2898.62,3299.15,2180.87,3172.56,2369.12,2466.97
09/11/2015,2870.55,3270.65,2162.29,3151.73,2354.52,2445.87
10/11/2015,2856.44,3281.18,2159.42,3155.79,2336.7,2454.55
11/11/2015,2869.69,3314.53,2171.89,3191.66,2352.37,2465.47
12/11/2015,2807.67,3276.23,2133.83,3145.42,2304.25,2433.82
13/11/2015,2790.62,3247.64,2122.93,3118.07,2290.23,2418.52
16/11/2015,2794.61,3260.23,2131.88,3135.72,2302.74,2438.3
17/11/2015,2853.94,3333.03,2178.44,3203.93,2353.48,2490.88
18/11/2015,2865.01,3329.49,2187.56,3198.67,2364.12,2486.63
19/11/2015,2885.39,3344.9,2198.89,3214.5,2374.95,2500.07
20/11/2015,2883.01,3354.15,2200.03,3227.56,2376.71,2504.12
23/11/2015,2875.88,3340.56,2190.53,3219.94,2367.43,2502.35
24/11/2015,2844.51,3289.01,2168.61,3168.06,2336.28,2466.33
25/11/2015,2877.01,3339.16,2195.01,3217.23,2361.51,2504.3
26/11/2015,2914.4,3361.84,2216.96,3237.81,2382.83,2522.05
27/11/2015,2903.11,3363.99,2210.95,3238.25,2383.58,2519.59
30/11/2015,2924.49,3396.25,2216.6,3269.35,2401.97,2540.82
01/12/2015,2920.99,3395.37,2216.22,3265.81,2411.38,2537.48
02/12/2015,2910.2,3406.51,2208.14,3269.01,2411.12,2540.47
03/12/2015,2833.16,3321.73,2148.62,3177.03,2351.24,2473.77
04/12/2015,2822.11,3315.98,2135.57,3171.46,2340.25,2473.8
07/12/2015,2831.39,3346.11,2133.68,3192.97,2346.06,2486.14
08/12/2015,2767.8,3292.78,2091.04,3139.61,2300.62,2447.16
09/12/2015,2767.36,3271.72,2093.08,3130.52,2294.2,2434.41
10/12/2015,2762.1,3260.82,2085.86,3112.84,2284,2425.85
11/12/2015,2700.8,3215.51,2042.73,3058.39,2240.86,2382.17
14/12/2015,2647.26,3173.88,2008.56,3020.98,2206.75,2350.98
15/12/2015,2717.18,3250.64,2057.32,3092.94,2263.21,2413.92
16/12/2015,2729.18,3249.28,2068.02,3098.75,2268.41,2415.45
17/12/2015,2758.69,3276.85,2084.76,3124.45,2281.27,2441.84
18/12/2015,2735.16,3250.51,2066.04,3096.9,2267.13,2417.11
21/12/2015,2718.39,3219.09,2046.15,3064.64,2248.64,2388.69
22/12/2015,2721.3,3211.86,2046.23,3056.27,2247.21,2383.81
23/12/2015,2798.11,3281.78,2102.22,3125.66,2305.58,2432.48
24/12/2015,2798.11,3281.78,2102.22,3125.66,2305.58,2432.48
28/12/2015,2779.94,3270.67,2089.89,3117.25,2298.11,2421.79
29/12/2015,2811.24,3317.7,2113.12,3158.17,2316.55,2458.24
30/12/2015,2799.41,3312.51,2104.18,3149.08,2310.28,2448.94
31/12/2015,2799.41,3312.51,2104.18,3149.08,2310.28,2448.94
04/01/2016,2708.65,3225.35,2043.25,3066.16,2250.84,2387.03
05/01/2016,2718.27,3242.03,2047.7,3077.26,2260.22,2393.09
06/01/2016,2674.67,3204.87,2024.27,3035.82,2222.77,2367.65
07/01/2016,2600.95,3145,1978.41,2968.55,2165.28,2315.48
08/01/2016,2565.18,3110.49,1955.29,2929.89,2138.01,2290.13
11/01/2016,2561.55,3097.1,1952.09,2916.92,2126.01,2285.72
12/01/2016,2581.25,3118.54,1959.74,2932.16,2132,2309.78
13/01/2016,2589.42,3123.11,1975.05,2936.6,2136.47,2314.52
14/01/2016,2549.4,3056.91,1955.15,2870.39,2101.45,2276.27
15/01/2016,2473.2,2982.71,1894.44,2788.61,2033.08,2211.39
18/01/2016,2444.2,2971.35,1875.02,2776.63,2006.03,2203.61
19/01/2016,2477.86,3004.59,1900.47,2810.85,2024.03,2238.84
20/01/2016,2385.82,2931,1827.74,2731.36,1957.23,2165.99
21/01/2016,2451.05,2959.81,1875.49,2775.61,2005.82,2194.48
22/01/2016,2528.34,3043.9,1938.82,2864.58,2069.17,2256.38
25/01/2016,2499.59,3049.9,1921.84,2861.91,2057.64,2262.95
26/01/2016,2533.69,3059.81,1954.02,2876.19,2077.1,2277.74
27/01/2016,2532.39,3074.61,1959.54,2889.6,2075.49,2285.65
28/01/2016,2504.78,3034.99,1949.03,2854.71,2063.19,2258.25
29/01/2016,2544.23,3103.87,1986.47,2913.22,2101.53,2312.55
01/02/2016,2539.93,3118.57,1979.28,2925.07,2103.33,2319.8
02/02/2016,2478.59,3081.14,1925.12,2877.32,2057.42,2285.7
03/02/2016,2437.74,3049.12,1897.87,2844.14,2026.51,2255.84
04/02/2016,2464.01,3022.53,1930.08,2826.25,2033.17,2241.23
05/02/2016,2465.69,2983.3,1927.82,2795.04,2023.71,2216.17
08/02/2016,2360.79,2870.73,1856.74,2674.16,1922.83,2113.65
09/02/2016,2305.47,2849.24,1805.11,2645.51,1882.69,2093.17
10/02/2016,2349.79,2898.86,1830.92,2701.65,1925.22,2147.2
11/02/2016,2252.44,2817.81,1750.51,2604.98,1851.79,2065.8
12/02/2016,2325.59,2871.63,1810.25,2664.64,1900.51,2119.13
15/02/2016,2408.46,2957.7,1869.5,2753.76,1967.83,2186.97
16/02/2016,2397.38,2952.05,1859.8,2734.19,1952.86,2177.46
17/02/2016,2480.47,3017.8,1923.72,2816.05,2019.94,2251.96
18/02/2016,2487.98,3040.86,1924.37,2835.62,2032.4,2265.11
19/02/2016,2455.49,3032.64,1903.14,2811.96,2012.58,2247.93
22/02/2016,2502.98,3056.48,1947.58,2845.79,2042.23,2284.06
23/02/2016,2470.24,3041.38,1913.35,2820.66,2030.08,2268.2
24/02/2016,2406.89,2994.8,1862.25,2754.45,1988.13,2220.59
25/02/2016,2449.45,3049.44,1901.87,2805.43,2025.25,2264.93
26/02/2016,2510.49,3072.41,1942.79,2838.13,2066.73,2291.67
29/02/2016,2541.06,3097.86,1963.58,2859.27,2089.11,2309.56
01/03/2016,2587.25,3137.19,1992.84,2899.46,2118.85,2348.96
02/03/2016,2610.35,3124.66,2013.49,2901.01,2126.33,2346.34
03/03/2016,2622.23,3093.99,2028.1,2899.53,2135.66,2342.97
04/03/2016,2655.07,3108.74,2055.77,2919.34,2167.97,2360.95
07/03/2016,2648.91,3099.36,2055.23,2913.51,2164.91,2353.32
08/03/2016,2608.76,3076.76,2018.84,2879.42,2127.77,2320.94
09/03/2016,2611.54,3085.09,2028.01,2883.27,2129.52,2338.86
10/03/2016,2566.48,3040.72,1994.55,2836.71,2097,2306.09
11/03/2016,2648.66,3091.41,2053.98,2892.58,2148.33,2359.11
14/03/2016,2670.1,3119.21,2072.97,2922.11,2170.19,2381.99
15/03/2016,2633.3,3087.93,2039.78,2890.48,2142.66,2362.84
16/03/2016,2645.89,3093.9,2049.85,2893.61,2152.11,2370.45
17/03/2016,2655.42,3096.55,2075.23,2902.91,2161.73,2375
18/03/2016,2675.01,3101.92,2089.52,2921.74,2186.56,2382.92
21/03/2016,2658.19,3099.79,2078.42,2913.35,2169.99,2374.81
22/03/2016,2659.02,3092.04,2071.68,2907.15,2166.21,2377.43
23/03/2016,2643.6,3106.88,2050.3,2910.13,2156.79,2385.67
24/03/2016,2601.18,3074.47,2017.75,2869.23,2129.05,2354.48
29/03/2016,2601.72,3099.72,2020.09,2896.42,2134.46,2370.57
30/03/2016,2653.63,3129.95,2058.62,2937.4,2170.29,2407.06
31/03/2016,2626.76,3107.11,2038.5,2911.47,2151.94,2388.39
01/04/2016,2596.77,3085.03,2008.05,2887.2,2134.02,2365.16
04/04/2016,2604.59,3095.91,2008.63,2898.14,2138.52,2373.49
05/04/2016,2541.9,3065.97,1959.76,2850.95,2097.21,2337.94
06/04/2016,2547.9,3090.75,1967.66,2874.22,2109.17,2356.2
07/04/2016,2521.71,3077.26,1948.83,2855.57,2090.63,2336.15
08/04/2016,2567.87,3090.79,1985.3,2880.17,2123.02,2359.67
11/04/2016,2586.54,3089.13,1999.47,2884.17,2133.43,2362.72
12/04/2016,2599.19,3093.34,2011.67,2896.5,2139.32,2374.92
13/04/2016,2692.04,3125.77,2070.6,2942.54,2190.46,2409.31
14/04/2016,2696.74,3122.16,2068.67,2943.03,2184.9,2409.21
15/04/2016,2683.21,3112.78,2061.74,2930,2182.83,2398.06
18/04/2016,2696.29,3122.92,2068.12,2938.44,2189.53,2408.75
19/04/2016,2725.2,3163.79,2096.61,2978.64,2214.06,2441.75
20/04/2016,2753.46,3152.43,2113.32,2972.07,2220.32,2436.44
21/04/2016,2758.49,3118.18,2112.97,2950.22,2222.49,2419.35
22/04/2016,2762.86,3107.37,2108.87,2940.9,2225.81,2417.62
25/04/2016,2741.09,3114.21,2090.42,2947.65,2217.9,2409.71
26/04/2016,2760.31,3113.34,2108.75,2948.16,2216.13,2405.17
27/04/2016,2764.6,3126.96,2116.46,2959.98,2222.03,2417.75
28/04/2016,2784.5,3127.66,2120.42,2964.75,2231.06,2425.61
29/04/2016,2717.13,3087.58,2082.29,2915.1,2185.26,2390.03
02/05/2016,2710.97,3093.94,2077.63,2912.48,2176.48,2390.57
03/05/2016,2652.32,3075.94,2035.44,2884.75,2139.07,2369.76
04/05/2016,2630.27,3057.56,2016.17,2866.71,2129.59,2351.33
05/05/2016,2629.61,3073.89,2020.41,2882.77,2142.11,2367.96
06/05/2016,2625.43,3061.91,2013.84,2868.67,2135.88,2363.88
09/05/2016,2622.09,3094.08,2016.57,2892.44,2133.64,2377.01
10/05/2016,2646.93,3112.37,2034.3,2913.76,2155.32,2394.74
11/05/2016,2623.98,3098.98,2016.95,2903.66,2143.24,2386.24
12/05/2016,2610.05,3092.75,2016.21,2897.62,2144.96,2380.34
13/05/2016,2616.09,3095.45,2022.88,2909.28,2145.11,2383.63
16/05/2016,2620.63,3096.91,2026.22,2915.75,2152.6,2390.75
17/05/2016,2622.83,3099.83,2032.18,2929.32,2164,2389.49
18/05/2016,2647.71,3122.27,2051.91,2957.22,2189.16,2409.86
19/05/2016,2634.08,3101.21,2035.85,2939.74,2170.46,2393.46
20/05/2016,2664.88,3140,2058.82,2977.25,2199.05,2424.4
23/05/2016,2659.3,3139.55,2052.04,2984,2211.38,2427.31
24/05/2016,2719.24,3194.23,2099.57,3043.23,2242.4,2470.25
25/05/2016,2764.09,3206.53,2131.27,3063.54,2271.87,2487.22
26/05/2016,2766.07,3211.98,2133.6,3061.41,2263.51,2490.94
27/05/2016,2770.12,3219.95,2134.31,3074.62,2268.17,2496.27
30/05/2016,2777.03,3223.52,2139.82,3076.01,2269.73,2497.52
31/05/2016,2755.28,3212.79,2119.73,3061.47,2251.52,2493.37
01/06/2016,2711.55,3190.5,2091.62,3020.36,2216.74,2474.89
02/06/2016,2724.41,3191.11,2093.96,3025.46,2222.05,2478.01
03/06/2016,2690.67,3177.19,2070.37,3013.56,2204.27,2458.09
06/06/2016,2693.21,3180.55,2078.22,3017.32,2204.2,2461.86
07/06/2016,2732.91,3210.57,2104,3047.12,2238.96,2488.45
08/06/2016,2712.65,3193.52,2096.5,3031.88,2222.95,2481.85
09/06/2016,2684.89,3178.39,2071.89,3015.36,2203.36,2462.29
10/06/2016,2602.01,3112.72,2010.97,2939.21,2137.65,2406.64
13/06/2016,2537.86,3062.5,1965.51,2885.67,2084.02,2366.11
14/06/2016,2481.39,3011.85,1921.41,2828.12,2038.16,2325.43
15/06/2016,2501.86,3036.65,1940.43,2861.83,2051.92,2340.43
16/06/2016,2467.11,3008.54,1917.09,2824.08,2009.33,2316.2
17/06/2016,2537.86,3034.77,1963.79,2873.52,2072.4,2343.35
20/06/2016,2643.07,3141.72,2040.9,2999.65,2159.74,2422.21
21/06/2016,2648.79,3157.64,2051.78,3016.28,2170.76,2433.61
22/06/2016,2659.98,3155.56,2065.18,3028.32,2176.45,2432.32
23/06/2016,2719.4,3188.51,2099.86,3070.29,2223.71,2465.71
24/06/2016,2419.28,3019,1895.99,2812.95,2004.39,2353.09
27/06/2016,2255.62,2894.26,1786.77,2635.74,1859.14,2264.23
28/06/2016,2314.91,2969.77,1838.06,2721.37,1918.9,2311.02
29/06/2016,2372.41,3056.89,1898.34,2813.38,1973.54,2376.12
30/06/2016,2390.6,3085.65,1917.36,2840.48,1989.78,2409.25
01/07/2016,2421.99,3108.22,1938.49,2861.85,2004.1,2438.64
04/07/2016,2378.99,3081.83,1913.2,2822.8,1968.92,2422.23
05/07/2016,2301.62,3041.56,1858.88,2760.52,1904.18,2380.07
06/07/2016,2258.3,3004.26,1821.83,2718.85,1873.77,2344.42
07/07/2016,2287.93,3037.4,1847.4,2761.4,1908.1,2363.36
